State Name,State Code,City/Town,Postcode,Suburb,PropertyMedianValue,Updated Year,Updated Month,SuburbAltKey
New South Wales,NSW,Sydney,2526,Cordeaux Heights,680000,2017,6,2585
New South Wales,NSW,Sydney,2526,Dombarton,680000,2017,6,2586
New South Wales,NSW,Sydney,2526,Farmborough Heights,680000,2017,6,2587
New South Wales,NSW,Sydney,2526,Kembla Grange,680000,2017,6,2588
New South Wales,NSW,Sydney,2526,Kembla Heights,680000,2017,6,2589
New South Wales,NSW,Sydney,2526,Mount Kembla,680000,2017,6,2590
New South Wales,NSW,Sydney,2526,Unanderra,680000,2017,6,2591
New South Wales,NSW,Sydney,2527,Albion Park,585000,2017,6,2592
New South Wales,NSW,Sydney,2527,Albion Park Rail,585000,2017,6,2593
New South Wales,NSW,Sydney,2527,Calderwood,585000,2017,6,2594
New South Wales,NSW,Sydney,2527,Croom,585000,2017,6,2595
New South Wales,NSW,Sydney,2527,North Macquarie,585000,2017,6,2596
New South Wales,NSW,Sydney,2527,Tongarra,585000,2017,6,2597
New South Wales,NSW,Sydney,2527,Tullimbar,585000,2017,6,2598
New South Wales,NSW,Sydney,2527,Yellow Rock,585000,2017,6,2599
New South Wales,NSW,Sydney,2528,Barrack Heights,566000,2017,6,2600
New South Wales,NSW,Sydney,2528,Barrack Point,566000,2017,6,2601
New South Wales,NSW,Sydney,2528,Lake Illawarra,566000,2017,6,2602
New South Wales,NSW,Sydney,2528,Mount Warrigal,566000,2017,6,2603
New South Wales,NSW,Sydney,2528,Warilla,566000,2017,6,2604
New South Wales,NSW,Sydney,2528,Windang,566000,2017,6,2605
New South Wales,NSW,Sydney,2529,Blackbutt,700000,2017,6,2606
New South Wales,NSW,Sydney,2529,Dunmore,700000,2017,6,2607
New South Wales,NSW,Sydney,2529,Flinders,700000,2017,6,2608
New South Wales,NSW,Sydney,2529,Oak Flats,700000,2017,6,2609
New South Wales,NSW,Sydney,2529,Shell Cove,700000,2017,6,2610
New South Wales,NSW,Sydney,2529,Shellharbour,700000,2017,6,2611
New South Wales,NSW,Sydney,2529,Shellharbour City Centre,700000,2017,6,2612
New South Wales,NSW,Sydney,2530,Avondale,600000,2017,6,2613
New South Wales,NSW,Sydney,2530,Brownsville,600000,2017,6,2614
New South Wales,NSW,Sydney,2530,Cleveland,600000,2017,6,2615
New South Wales,NSW,Sydney,2530,Dapto,600000,2017,6,2616
New South Wales,NSW,Sydney,2530,Haywards Bay,600000,2017,6,2617
New South Wales,NSW,Sydney,2530,Horsley,600000,2017,6,2618
New South Wales,NSW,Sydney,2530,Huntley,600000,2017,6,2619
New South Wales,NSW,Sydney,2530,Kanahooka,600000,2017,6,2620
New South Wales,NSW,Sydney,2530,Koonawarra,600000,2017,6,2621
New South Wales,NSW,Sydney,2530,Marshall Mount,600000,2017,6,2622
New South Wales,NSW,Sydney,2530,Penrose,600000,2017,6,2623
New South Wales,NSW,Sydney,2530,Wongawilli,600000,2017,6,2624
New South Wales,NSW,Sydney,2530,Yallah,600000,2017,6,2625
New South Wales,NSW,Sydney,2533,Bombo,760000,2017,6,2626
New South Wales,NSW,Sydney,2533,Curramore,760000,2017,6,2627
New South Wales,NSW,Sydney,2533,Jamberoo,760000,2017,6,2628
New South Wales,NSW,Sydney,2533,Jerrara,760000,2017,6,2629
New South Wales,NSW,Sydney,2533,Kiama,760000,2017,6,2630
New South Wales,NSW,Sydney,2533,Kiama Downs,760000,2017,6,2631
New South Wales,NSW,Sydney,2533,Kiama Heights,760000,2017,6,2632
New South Wales,NSW,Sydney,2533,Minnamurra,760000,2017,6,2633
New South Wales,NSW,Sydney,2533,Saddleback Mountain,760000,2017,6,2634
New South Wales,NSW,Sydney,2534,Foxground,895000,2017,6,2635
New South Wales,NSW,Sydney,2534,Gerringong,895000,2017,6,2636
New South Wales,NSW,Sydney,2534,Gerroa,895000,2017,6,2637
New South Wales,NSW,Sydney,2534,Rose Valley,895000,2017,6,2638
New South Wales,NSW,Sydney,2534,Toolijooa,895000,2017,6,2639
New South Wales,NSW,Sydney,2534,Werri Beach,895000,2017,6,2640
New South Wales,NSW,Sydney,2534,Willow Vale,895000,2017,6,2641
New South Wales,NSW,Sydney,2535,Back Forest,657500,2017,6,2642
New South Wales,NSW,Sydney,2535,Bellawongarah,657500,2017,6,2643
New South Wales,NSW,Sydney,2535,Berry,657500,2017,6,2644
New South Wales,NSW,Sydney,2535,Berry Mountain,657500,2017,6,2645
New South Wales,NSW,Sydney,2535,Brogers Creek,657500,2017,6,2646
New South Wales,NSW,Sydney,2535,Broughton,657500,2017,6,2647
New South Wales,NSW,Sydney,2535,Broughton Vale,657500,2017,6,2648
New South Wales,NSW,Sydney,2535,Broughton Village,657500,2017,6,2649
New South Wales,NSW,Sydney,2535,Budderoo,657500,2017,6,2650
New South Wales,NSW,Sydney,2535,Bundewallah,657500,2017,6,2651
New South Wales,NSW,Sydney,2535,Coolangatta,657500,2017,6,2652
New South Wales,NSW,Sydney,2535,Far Meadow,657500,2017,6,2653
New South Wales,NSW,Sydney,2535,Jaspers Brush,657500,2017,6,2654
New South Wales,NSW,Shoal Bay,2535,Shoalhaven Heads,657500,2017,6,2655
New South Wales,NSW,Sydney,2535,Wattamolla,657500,2017,6,2656
New South Wales,NSW,Sydney,2535,Woodhill,657500,2017,6,2657
New South Wales,NSW,Sydney,2536,Batehaven,435000,2017,6,2658
New South Wales,NSW,Sydney,2536,Batemans Bay,435000,2017,6,2659
New South Wales,NSW,Sydney,2536,Benandarah,435000,2017,6,2660
New South Wales,NSW,Sydney,2536,Bimbimbie,435000,2017,6,2661
New South Wales,NSW,Sydney,2536,Buckenbowra,435000,2017,6,2662
New South Wales,NSW,Sydney,2536,Catalina,435000,2017,6,2663
New South Wales,NSW,Sydney,2536,Currowan,435000,2017,6,2664
New South Wales,NSW,Sydney,2536,Denhams Beach,435000,2017,6,2665
New South Wales,NSW,Sydney,2536,Depot Beach,435000,2017,6,2666
New South Wales,NSW,Sydney,2536,Durras North,435000,2017,6,2667
New South Wales,NSW,Sydney,2536,East Lynne,435000,2017,6,2668
New South Wales,NSW,Sydney,2536,Guerilla Bay,435000,2017,6,2669
New South Wales,NSW,Sydney,2536,Jeremadra,435000,2017,6,2670
New South Wales,NSW,Sydney,2536,Lilli Pilli,435000,2017,6,2671
New South Wales,NSW,Sydney,2536,Long Beach,435000,2017,6,2672
New South Wales,NSW,Sydney,2536,Maloneys Beach,435000,2017,6,2673
New South Wales,NSW,Sydney,2536,Malua Bay,435000,2017,6,2674
New South Wales,NSW,Sydney,2536,Mogo,435000,2017,6,2675
New South Wales,NSW,Sydney,2536,Nelligen,435000,2017,6,2676
New South Wales,NSW,Sydney,2536,North Batemans Bay,435000,2017,6,2677
New South Wales,NSW,Sydney,2536,Pebbly Beach,435000,2017,6,2678
New South Wales,NSW,Sydney,2536,Rosedale,435000,2017,6,2679
New South Wales,NSW,Sydney,2536,Runnyford,435000,2017,6,2680
New South Wales,NSW,Sydney,2536,South Durras,435000,2017,6,2681
New South Wales,NSW,Sydney,2536,Sunshine Bay,435000,2017,6,2682
New South Wales,NSW,Sydney,2536,Surf Beach,435000,2017,6,2683
New South Wales,NSW,Sydney,2536,Surfside,435000,2017,6,2684
New South Wales,NSW,Sydney,2536,Woodlands,435000,2017,6,2685
New South Wales,NSW,Sydney,2537,Bergalia,427500,2017,6,2686
New South Wales,NSW,Sydney,2537,Bingie,427500,2017,6,2687
New South Wales,NSW,Sydney,2537,Broulee,427500,2017,6,2688
New South Wales,NSW,Sydney,2537,Coila,427500,2017,6,2689
New South Wales,NSW,Sydney,2537,Congo,427500,2017,6,2690
New South Wales,NSW,Sydney,2537,Deua,427500,2017,6,2691
New South Wales,NSW,Sydney,2537,Deua River Valley,427500,2017,6,2692
New South Wales,NSW,Sydney,2537,Kiora,427500,2017,6,2693
New South Wales,NSW,Sydney,2537,Meringo,427500,2017,6,2694
New South Wales,NSW,Sydney,2537,Mogendoura,427500,2017,6,2695
New South Wales,NSW,Sydney,2537,Moruya,427500,2017,6,2696
New South Wales,NSW,Sydney,2537,Moruya Heads,427500,2017,6,2697
New South Wales,NSW,Sydney,2537,Mossy Point,427500,2017,6,2698
New South Wales,NSW,Sydney,2537,Tomakin,427500,2017,6,2699
New South Wales,NSW,Sydney,2537,Turlinjah,427500,2017,6,2700
New South Wales,NSW,Sydney,2537,Tuross Head,427500,2017,6,2701
New South Wales,NSW,Sydney,2537,Wamban,427500,2017,6,2702
New South Wales,NSW,Sydney,2538,Brooman,0,2017,6,2703
New South Wales,NSW,Sydney,2538,Little Forest,0,2017,6,2704
New South Wales,NSW,Sydney,2538,Milton,0,2017,6,2705
New South Wales,NSW,Sydney,2538,Mogood,0,2017,6,2706
New South Wales,NSW,Sydney,2538,Morton,0,2017,6,2707
New South Wales,NSW,Sydney,2538,Porters Creek,0,2017,6,2708
New South Wales,NSW,Sydney,2538,Woodburn,0,2017,6,2709
New South Wales,NSW,Sydney,2538,Woodstock,0,2017,6,2710
New South Wales,NSW,Sydney,2539,Bawley Point,584600,2017,6,2711
New South Wales,NSW,Sydney,2539,Bendalong,584600,2017,6,2712
New South Wales,NSW,Sydney,2539,Burrill Lake,584600,2017,6,2713
New South Wales,NSW,Sydney,2539,Cockwhy,584600,2017,6,2714
New South Wales,NSW,Sydney,2539,Conjola,584600,2017,6,2715
New South Wales,NSW,Sydney,2539,Conjola Park,584600,2017,6,2716
New South Wales,NSW,Sydney,2539,Croobyar,584600,2017,6,2717
New South Wales,NSW,Sydney,2539,Cunjurong Point,584600,2017,6,2718
New South Wales,NSW,Sydney,2539,Dolphin Point,584600,2017,6,2719
New South Wales,NSW,Sydney,2539,Fishermans Paradise,584600,2017,6,2720
New South Wales,NSW,Sydney,2539,Kings Point,584600,2017,6,2721
New South Wales,NSW,Sydney,2539,Kioloa,584600,2017,6,2722
New South Wales,NSW,Sydney,2539,Lake Conjola,584600,2017,6,2723
New South Wales,NSW,Sydney,2539,Lake Tabourie,584600,2017,6,2724
New South Wales,NSW,Sydney,2539,Manyana,584600,2017,6,2725
New South Wales,NSW,Sydney,2539,Mollymook,584600,2017,6,2726
New South Wales,NSW,Sydney,2539,Mollymook Beach,584600,2017,6,2727
New South Wales,NSW,Sydney,2539,Narrawallee,584600,2017,6,2728
New South Wales,NSW,Sydney,2539,Pointer Mountain,584600,2017,6,2729
New South Wales,NSW,Sydney,2539,Pretty Beach,584600,2017,6,2730
New South Wales,NSW,Sydney,2539,Termeil,584600,2017,6,2731
New South Wales,NSW,Sydney,2539,Ulladulla,584600,2017,6,2732
New South Wales,NSW,Sydney,2539,Yadboro,584600,2017,6,2733
New South Wales,NSW,Sydney,2540,Bamarang,520000,2017,6,2734
New South Wales,NSW,Sydney,2540,Barringella,520000,2017,6,2735
New South Wales,NSW,Sydney,2540,Basin View,520000,2017,6,2736
New South Wales,NSW,Sydney,2540,Beecroft Peninsula,520000,2017,6,2737
New South Wales,NSW,Sydney,2540,Berrara,520000,2017,6,2738
New South Wales,NSW,Sydney,2540,Bewong,520000,2017,6,2739
New South Wales,NSW,Sydney,2540,Bolong,520000,2017,6,2740
New South Wales,NSW,Sydney,2540,Boolijah,520000,2017,6,2741
New South Wales,NSW,Sydney,2540,Bream Beach,520000,2017,6,2742
New South Wales,NSW,Sydney,2540,Browns Mountain,520000,2017,6,2743
New South Wales,NSW,Sydney,2540,Brundee,520000,2017,6,2744
New South Wales,NSW,Sydney,2540,Buangla,520000,2017,6,2745
New South Wales,NSW,Sydney,2540,Burrier,520000,2017,6,2746
New South Wales,NSW,Sydney,2540,Callala Bay,520000,2017,6,2747
New South Wales,NSW,Sydney,2540,Callala Beach,520000,2017,6,2748
New South Wales,NSW,Sydney,2540,Cambewarra,520000,2017,6,2749
New South Wales,NSW,Sydney,2540,Cambewarra Village,520000,2017,6,2750
New South Wales,NSW,Sydney,2540,Comberton,520000,2017,6,2751
New South Wales,NSW,Sydney,2540,Comerong Island,520000,2017,6,2752
New South Wales,NSW,Sydney,2540,Cudmirrah,520000,2017,6,2753
New South Wales,NSW,Sydney,2540,Culburra Beach,520000,2017,6,2754
New South Wales,NSW,Sydney,2540,Currarong,520000,2017,6,2755
New South Wales,NSW,Sydney,2540,Erowal Bay,520000,2017,6,2756
New South Wales,NSW,Sydney,2540,Ettrema,520000,2017,6,2757
New South Wales,NSW,Sydney,2540,Falls Creek,520000,2017,6,2758
New South Wales,NSW,Sydney,2540,Greenwell Point,520000,2017,6,2759
New South Wales,NSW,Sydney,2540,Hmas Albatross,520000,2017,6,2760
New South Wales,NSW,Sydney,2540,Hmas Creswell,520000,2017,6,2761
New South Wales,NSW,Sydney,2540,Huskisson,520000,2017,6,2762
New South Wales,NSW,Sydney,2540,Hyams Beach,520000,2017,6,2763
New South Wales,NSW,Sydney,2540,Illaroo,520000,2017,6,2764
New South Wales,NSW,Sydney,2540,Jerrawangala,520000,2017,6,2765
New South Wales,NSW,Sydney,2540,Jervis Bay,520000,2017,6,2766
New South Wales,NSW,Sydney,2540,Kinghorne,520000,2017,6,2767
New South Wales,NSW,Sydney,2540,Longreach,520000,2017,6,2768
New South Wales,NSW,Sydney,2540,Mayfield,520000,2017,6,2769
New South Wales,NSW,Sydney,2540,Meroo Meadow,520000,2017,6,2770
New South Wales,NSW,Sydney,2540,Mondayong,520000,2017,6,2771
New South Wales,NSW,Sydney,2540,Moollattoo,520000,2017,6,2772
New South Wales,NSW,Sydney,2540,Mundamia,520000,2017,6,2773
New South Wales,NSW,Sydney,2540,Myola,520000,2017,6,2774
New South Wales,NSW,Sydney,2540,Nowra Hill,520000,2017,6,2775
New South Wales,NSW,Sydney,2540,Numbaa,520000,2017,6,2776
New South Wales,NSW,Sydney,2540,Old Erowal Bay,520000,2017,6,2777
New South Wales,NSW,Sydney,2540,Orient Point,520000,2017,6,2778
New South Wales,NSW,Sydney,2540,Parma,520000,2017,6,2779
New South Wales,NSW,Sydney,2540,Pyree,520000,2017,6,2780
New South Wales,NSW,Sydney,2540,Sanctuary Point,520000,2017,6,2781
New South Wales,NSW,Sydney,2540,St Georges Basin,520000,2017,6,2782
New South Wales,NSW,Sydney,2540,Sussex Inlet,520000,2017,6,2783
New South Wales,NSW,Sydney,2540,Swanhaven,520000,2017,6,2784
New South Wales,NSW,Sydney,2540,Tapitallee,520000,2017,6,2785
New South Wales,NSW,Sydney,2540,Terara,520000,2017,6,2786
New South Wales,NSW,Sydney,2540,Tomerong,520000,2017,6,2787
New South Wales,NSW,Sydney,2540,Tullarwalla,520000,2017,6,2788
New South Wales,NSW,Sydney,2540,Twelve Mile Peg,520000,2017,6,2789
New South Wales,NSW,Sydney,2540,Vincentia,520000,2017,6,2790
New South Wales,NSW,Sydney,2540,Wandandian,520000,2017,6,2791
New South Wales,NSW,Sydney,2540,Watersleigh,520000,2017,6,2792
New South Wales,NSW,Sydney,2540,Wollumboola,520000,2017,6,2793
New South Wales,NSW,Sydney,2540,Woollamia,520000,2017,6,2794
New South Wales,NSW,Sydney,2540,Worrigee,520000,2017,6,2795
New South Wales,NSW,Sydney,2540,Worrowing Heights,520000,2017,6,2796
New South Wales,NSW,Sydney,2540,Wrights Beach,520000,2017,6,2797
New South Wales,NSW,Sydney,2540,Yalwal,520000,2017,6,2798
New South Wales,NSW,Sydney,2540,Yerriyong,520000,2017,6,2799
New South Wales,NSW,Sydney,2541,Bangalee,440000,2017,6,2800
New South Wales,NSW,Sydney,2541,Bomaderry,440000,2017,6,2801
New South Wales,NSW,Sydney,2541,North Nowra,440000,2017,6,2802
New South Wales,NSW,Sydney,2541,Nowra,440000,2017,6,2803
New South Wales,NSW,Sydney,2541,Nowra East,440000,2017,6,2804
New South Wales,NSW,Sydney,2541,Nowra North,440000,2017,6,2805
New South Wales,NSW,Sydney,2541,South Nowra,440000,2017,6,2806
New South Wales,NSW,Sydney,2541,West Nowra,440000,2017,6,2807
New South Wales,NSW,Sydney,2545,Belowra,0,2017,6,2808
New South Wales,NSW,Sydney,2545,Bodalla,0,2017,6,2809
New South Wales,NSW,Sydney,2545,Cadgee,0,2017,6,2810
New South Wales,NSW,Sydney,2545,Eurobodalla,0,2017,6,2811
New South Wales,NSW,Sydney,2545,Nerrigundah,0,2017,6,2812
New South Wales,NSW,Sydney,2545,Potato Point,0,2017,6,2813
New South Wales,NSW,Sydney,2546,Akolele,420000,2017,6,2814
New South Wales,NSW,Sydney,2546,Barragga Bay,420000,2017,6,2815
New South Wales,NSW,Sydney,2546,Bermagui,420000,2017,6,2816
New South Wales,NSW,Sydney,2546,Central Tilba,420000,2017,6,2817
New South Wales,NSW,Sydney,2546,Corunna,420000,2017,6,2818
New South Wales,NSW,Sydney,2546,Cuttagee,420000,2017,6,2819
New South Wales,NSW,Sydney,2546,Dalmeny,420000,2017,6,2820
New South Wales,NSW,Sydney,2546,Dignams Creek,420000,2017,6,2821
New South Wales,NSW,Sydney,2546,Kianga,420000,2017,6,2822
New South Wales,NSW,Sydney,2546,Mystery Bay,420000,2017,6,2823
New South Wales,NSW,Sydney,2546,Narooma,420000,2017,6,2824
New South Wales,NSW,Sydney,2546,North Narooma,420000,2017,6,2825
New South Wales,NSW,Sydney,2546,Tilba Tilba,420000,2017,6,2826
New South Wales,NSW,Sydney,2546,Tinpot,420000,2017,6,2827
New South Wales,NSW,Sydney,2546,Wadbilliga,420000,2017,6,2828
New South Wales,NSW,Sydney,2546,Wallaga Lake,420000,2017,6,2829
New South Wales,NSW,Sydney,2548,Berrambool,393500,2017,6,2830
New South Wales,NSW,Sydney,2548,Merimbula,393500,2017,6,2831
New South Wales,NSW,Sydney,2548,Tura Beach,393500,2017,6,2832
New South Wales,NSW,Sydney,2548,Yellow Pinch,393500,2017,6,2833
New South Wales,NSW,Sydney,2549,Bald Hills,452500,2017,6,2834
New South Wales,NSW,Sydney,2549,Broadwater,452500,2017,6,2835
New South Wales,NSW,Sydney,2549,Greigs Flat,452500,2017,6,2836
New South Wales,NSW,Sydney,2549,Lochiel,452500,2017,6,2837
New South Wales,NSW,Sydney,2549,Millingandi,452500,2017,6,2838
New South Wales,NSW,Sydney,2549,Nethercote,452500,2017,6,2839
New South Wales,NSW,Sydney,2549,Pambula,452500,2017,6,2840
New South Wales,NSW,Sydney,2549,Pambula Beach,452500,2017,6,2841
New South Wales,NSW,Sydney,2549,South Pambula,452500,2017,6,2842
New South Wales,NSW,Sydney,2550,Angledale,419000,2017,6,2843
New South Wales,NSW,Sydney,2550,Bega,419000,2017,6,2844
New South Wales,NSW,Sydney,2550,Bemboka,419000,2017,6,2845
New South Wales,NSW,Sydney,2550,Black Range,419000,2017,6,2846
New South Wales,NSW,Sydney,2550,Bournda,419000,2017,6,2847
New South Wales,NSW,Sydney,2550,Brogo,419000,2017,6,2848
New South Wales,NSW,Sydney,2550,Buckajo,419000,2017,6,2849
New South Wales,NSW,Sydney,2550,Bunga,419000,2017,6,2850
New South Wales,NSW,Sydney,2550,Burragate,419000,2017,6,2851
New South Wales,NSW,Sydney,2550,Candelo,419000,2017,6,2852
New South Wales,NSW,Sydney,2550,Chinnock,419000,2017,6,2853
New South Wales,NSW,Sydney,2550,Cobargo,419000,2017,6,2854
New South Wales,NSW,Sydney,2550,Coolagolite,419000,2017,6,2855
New South Wales,NSW,Sydney,2550,Coolangubra,419000,2017,6,2856
New South Wales,NSW,Sydney,2550,Coopers Gully,419000,2017,6,2857
New South Wales,NSW,Sydney,2550,Devils Hole,419000,2017,6,2858
New South Wales,NSW,Sydney,2550,Doctor George Mountain,419000,2017,6,2859
New South Wales,NSW,Sydney,2550,Frogs Hollow,419000,2017,6,2860
New South Wales,NSW,Sydney,2550,Greendale,419000,2017,6,2861
New South Wales,NSW,Sydney,2550,Jellat Jellat,419000,2017,6,2862
New South Wales,NSW,Sydney,2550,Kalaru,419000,2017,6,2863
New South Wales,NSW,Sydney,2550,Kameruka,419000,2017,6,2864
New South Wales,NSW,Sydney,2550,Kanoona,419000,2017,6,2865
New South Wales,NSW,Sydney,2550,Kingswood,419000,2017,6,2866
New South Wales,NSW,Sydney,2550,Mogareeka,419000,2017,6,2867
New South Wales,NSW,Sydney,2550,Mogilla,419000,2017,6,2868
New South Wales,NSW,Sydney,2550,Morans Crossing,419000,2017,6,2869
New South Wales,NSW,Sydney,2550,Mumbulla Mountain,419000,2017,6,2870
New South Wales,NSW,Sydney,2550,Murrah,419000,2017,6,2871
New South Wales,NSW,Sydney,2550,Myrtle Mountain,419000,2017,6,2872
New South Wales,NSW,Sydney,2550,Nelson,419000,2017,6,2873
New South Wales,NSW,Sydney,2550,New Buildings,419000,2017,6,2874
New South Wales,NSW,Sydney,2550,Numbugga,419000,2017,6,2875
New South Wales,NSW,Sydney,2550,Pericoe,419000,2017,6,2876
New South Wales,NSW,Sydney,2550,Quaama,419000,2017,6,2877
New South Wales,NSW,Sydney,2550,Reedy Swamp,419000,2017,6,2878
New South Wales,NSW,Sydney,2550,Rocky Hall,419000,2017,6,2879
New South Wales,NSW,Sydney,2550,South Wolumla,419000,2017,6,2880
New South Wales,NSW,Sydney,2550,Stony Creek,419000,2017,6,2881
New South Wales,NSW,Sydney,2550,Tanja,419000,2017,6,2882
New South Wales,NSW,Sydney,2550,Tantawangalo,419000,2017,6,2883
New South Wales,NSW,Sydney,2550,Tarraganda,419000,2017,6,2884
New South Wales,NSW,Sydney,2550,Tathra,419000,2017,6,2885
New South Wales,NSW,Sydney,2550,Toothdale,419000,2017,6,2886
New South Wales,NSW,Sydney,2550,Towamba,419000,2017,6,2887
New South Wales,NSW,Sydney,2550,Verona,419000,2017,6,2888
New South Wales,NSW,Sydney,2550,Wallagoot,419000,2017,6,2889
New South Wales,NSW,Sydney,2550,Wandella,419000,2017,6,2890
New South Wales,NSW,Sydney,2550,Wapengo,419000,2017,6,2891
New South Wales,NSW,Sydney,2550,Wolumla,419000,2017,6,2892
New South Wales,NSW,Sydney,2550,Yambulla,419000,2017,6,2893
New South Wales,NSW,Sydney,2550,Yankees Creek,419000,2017,6,2894
New South Wales,NSW,Sydney,2550,Yowrie,419000,2017,6,2895
New South Wales,NSW,Sydney,2551,Boydtown,414500,2017,6,2896
New South Wales,NSW,Sydney,2551,Eden,414500,2017,6,2897
New South Wales,NSW,Sydney,2551,Edrom,414500,2017,6,2898
New South Wales,NSW,Sydney,2551,Green Cape,414500,2017,6,2899
New South Wales,NSW,Sydney,2551,Kiah,414500,2017,6,2900
New South Wales,NSW,Sydney,2551,Nadgee,414500,2017,6,2901
New South Wales,NSW,Sydney,2551,Narrabarba,414500,2017,6,2902
New South Wales,NSW,Sydney,2551,Nullica,414500,2017,6,2903
New South Wales,NSW,Sydney,2551,Nungatta,414500,2017,6,2904
New South Wales,NSW,Sydney,2551,Timbillica,414500,2017,6,2905
New South Wales,NSW,Sydney,2551,Wonboyn,414500,2017,6,2906
New South Wales,NSW,Sydney,2551,Wonboyn Lake,414500,2017,6,2907
New South Wales,NSW,Sydney,2551,Wonboyn North,414500,2017,6,2908
New South Wales,NSW,Sydney,2557,Catherine Field,840000,2017,6,2909
New South Wales,NSW,Sydney,2557,Rossmore,840000,2017,6,2910
New South Wales,NSW,Sydney,2558,Eagle Vale,612500,2017,6,2911
New South Wales,NSW,Sydney,2558,Eschol Park,612500,2017,6,2912
New South Wales,NSW,Sydney,2558,Kearns,612500,2017,6,2913
New South Wales,NSW,Sydney,2559,Blairmount,0,2017,6,2914
New South Wales,NSW,Sydney,2559,Claymore,0,2017,6,2915
New South Wales,NSW,Sydney,2560,Airds,593000,2017,6,2916
New South Wales,NSW,Sydney,2560,Ambarvale,593000,2017,6,2917
New South Wales,NSW,Sydney,2560,Appin,593000,2017,6,2918
New South Wales,NSW,Sydney,2560,Blair Athol,593000,2017,6,2919
New South Wales,NSW,Sydney,2560,Bradbury,593000,2017,6,2920
New South Wales,NSW,Sydney,2560,Campbelltown,593000,2017,6,2921
New South Wales,NSW,Sydney,2560,Campbelltown North,593000,2017,6,2922
New South Wales,NSW,Sydney,2560,Cataract,593000,2017,6,2923
New South Wales,NSW,Sydney,2560,Englorie Park,593000,2017,6,2924
New South Wales,NSW,Sydney,2560,Gilead,593000,2017,6,2925
New South Wales,NSW,Sydney,2560,Glen Alpine,593000,2017,6,2926
New South Wales,NSW,Sydney,2560,Kentlyn,593000,2017,6,2927
New South Wales,NSW,Sydney,2560,Leumeah,593000,2017,6,2928
New South Wales,NSW,Sydney,2560,Macarthur Square,593000,2017,6,2929
New South Wales,NSW,Sydney,2560,Rosemeadow,593000,2017,6,2930
New South Wales,NSW,Sydney,2560,Ruse,593000,2017,6,2931
New South Wales,NSW,Sydney,2560,St Helens Park,593000,2017,6,2932
New South Wales,NSW,Sydney,2560,Wedderburn,593000,2017,6,2933
New South Wales,NSW,Sydney,2560,Woodbine,593000,2017,6,2934
New South Wales,NSW,Sydney,2564,Glenquarie,585000,2017,6,2935
New South Wales,NSW,Sydney,2564,Long Point,585000,2017,6,2936
New South Wales,NSW,Sydney,2564,Macquarie Fields,585000,2017,6,2937
New South Wales,NSW,Sydney,2565,Denham Court,705000,2017,6,2938
New South Wales,NSW,Sydney,2565,Ingleburn,705000,2017,6,2939
New South Wales,NSW,Sydney,2565,Macquarie Links,705000,2017,6,2940
New South Wales,NSW,Sydney,2566,Bow Bowing,646500,2017,6,2941
New South Wales,NSW,Sydney,2566,Minto,646500,2017,6,2942
New South Wales,NSW,Sydney,2566,Minto Heights,646500,2017,6,2943
New South Wales,NSW,Sydney,2566,Raby,646500,2017,6,2944
New South Wales,NSW,Sydney,2566,Varroville,646500,2017,6,2945
New South Wales,NSW,Sydney,2567,Currans Hill,750000,2017,6,2946
New South Wales,NSW,Sydney,2567,Harrington Park,750000,2017,6,2947
New South Wales,NSW,Sydney,2567,Mount Annan,750000,2017,6,2948
New South Wales,NSW,Sydney,2567,Narellan,750000,2017,6,2949
New South Wales,NSW,Sydney,2567,Narellan Vale,750000,2017,6,2950
New South Wales,NSW,Sydney,2567,Smeaton Grange,750000,2017,6,2951
New South Wales,NSW,Sydney,2568,Menangle,0,2017,6,2952
New South Wales,NSW,Sydney,2569,Douglas Park,0,2017,6,2953
New South Wales,NSW,Sydney,2570,Belimbla Park,737750,2017,6,2954
New South Wales,NSW,Sydney,2570,Bickley Vale,737750,2017,6,2955
New South Wales,NSW,Sydney,2570,Brownlow Hill,737750,2017,6,2956
New South Wales,NSW,Sydney,2570,Camden,737750,2017,6,2957
New South Wales,NSW,Sydney,2570,Camden Park,737750,2017,6,2958
New South Wales,NSW,Sydney,2570,Camden South,737750,2017,6,2959
New South Wales,NSW,Sydney,2570,Cawdor,737750,2017,6,2960
New South Wales,NSW,Sydney,2570,Cobbitty,737750,2017,6,2961
New South Wales,NSW,Sydney,2570,Elderslie,737750,2017,6,2962
New South Wales,NSW,Sydney,2570,Ellis Lane,737750,2017,6,2963
New South Wales,NSW,Sydney,2570,Glenmore,737750,2017,6,2964
New South Wales,NSW,Sydney,2570,Grasmere,737750,2017,6,2965
New South Wales,NSW,Sydney,2570,Kirkham,737750,2017,6,2966
New South Wales,NSW,Sydney,2570,Mount Hunter,737750,2017,6,2967
New South Wales,NSW,Sydney,2570,Nattai,737750,2017,6,2968
New South Wales,NSW,Sydney,2570,Oakdale,737750,2017,6,2969
New South Wales,NSW,Sydney,2570,Oran Park,737750,2017,6,2970
New South Wales,NSW,Sydney,2570,Orangeville,737750,2017,6,2971
New South Wales,NSW,Sydney,2570,Spring Farm,737750,2017,6,2972
New South Wales,NSW,Sydney,2570,The Oaks,737750,2017,6,2973
New South Wales,NSW,Sydney,2570,Theresa Park,737750,2017,6,2974
New South Wales,NSW,Sydney,2570,Werombi,737750,2017,6,2975
New South Wales,NSW,Sydney,2571,Balmoral,720000,2017,6,2976
